Nome,Marca,Unidade,Preço,Preço anterior,Preço por unidade
Pastelito Bimbo Bony 3 u 165 g,,,"1,99 €",,"12,06 €/Kilogramo"
Pastelito Pantera Rosa 3 u 165 g,,,"1,99 €",,"12,06 €/Kilogramo"
Pastelito Tigretón 3 u 150 g,,,"1,99 €",,"13,27 €/Kilogramo"
Pastelitos Pinguinos 3 u 90 g,,,"1,99 €",,"22,11 €/Kilogramo"
Pepito azúcar Don 2 u 226 g,,,"2,69 €","2,99 €","11,90 €/Kilogramo"
Pepito fondant Don 2 u 280 g,,,"2,69 €","2,99 €","9,61 €/Kilogramo"
Petit croissant Dulcesol baño cacao 8 u 120 g,,,"1,00 €",,"8,33 €/Kilogramo"
Petit croissant Froiz baño cacao 150 g,,,"1,05 €",,"7,00 €/Kilogramo"
Phoskitos 4 u 160 g,,,"3,25 €",,"20,31 €/Kilogramo"
Rosegones Dulcesol 250 g,,,"2,50 €",,"10,00 €/Kilogramo"
Sobaos Bella Easo 27 u 490 g,,,"3,69 €",,"7,53 €/Kilogramo"
Sobaos Froiz 400 g 20 u,,,"1,50 €",,"3,75 €/Kilogramo"
Tarta almendra Ancano 570 g,,,"5,25 €",,"9,21 €/Kilogramo"
Tarta de manzana Dulcesol 2 u 135 g,,,"1,00 €",,"7,41 €/Kilogramo"
Tortas anis Dulcesol 12 u 400 g,,,"2,50 €",,"6,25 €/Kilogramo"
Tortas de aceite de oliva virgen extra Dulcesol 6 u 180 g,,,"2,10 €",,"11,67 €/Kilogramo"
Tortitas Pasquier 8 u 280 g,,,"2,59 €",,"9,25 €/Kilogramo"
Weikis La Bella Easo choco/leche 240 g,,,"2,25 €","2,50 €","9,38 €/Kilogramo"
Xuxo Glace Don 3 u 282 g,,,"3,20 €","3,55 €","11,35 €/Kilogramo"
Empanada atún kg (PC),,,"7,10 €/Kg",,"3,55 €/Unidad"
Empanada atún kg (PT),,,"7,10 €/Kg",,"4,05 €/Unidad"
Empanada bacalao con pasas kg (PC),,,"7,10 €/Kg",,"3,55 €/Unidad"
Empanada bacalao con pasas kg (PT),,,"7,10 €/Kg",,"4,05 €/Unidad"
Empanada carne kg (PC),,,"7,10 €/Kg",,"4,05 €/Unidad"
Empanada carne kg (PT),,,"7,10 €/Kg",,"4,05 €/Unidad"
Empanada hojaldre jamón y queso 600 g (PC),,,"6,95 €",,"11,58 €/Kilogramo"
Empanada integral Gourmet atún 315g (PC),,,"3,40 €",,"10,79 €/Kilogramo"
Empanada integral Gourmet pollo con champiñones 315 g,,,"3,40 €",,"10,79 €/Kilogramo"
Empanada marinera kg (PT),,,"7,10 €/Kg",,"4,05 €/Unidad"
Empanada pollo con champiñones kg (PC),,,"7,10 €/Kg",,"3,55 €/Unidad"
Empanada pollo con champiñones kg (PT),,,"7,10 €/Kg",,"4,05 €/Unidad"
Empanada vegana kg (PT),,,"7,15 €",,"7,15 €/Kilogramo"
Empanada zamburiñas con gambas kg (PC),,,"11,99 €/Kg",,"6,00 €/Unidad"
Empanadilla atún Media Luna u 85 g (PT),,,"0,78 €","0,85 €","9,18 €/Kilogramo"
Empanadilla bocata atún u 150 g (PT),,,"1,35 €",,"9,00 €/Kilogramo"
Empanadilla bocata de pollo unidad 150 g (PT),,,"1,35 €",,"9,00 €/Kilogramo"
Empanadilla carne Media Luna u 85 g (PT),,,"0,78 €","0,85 €","9,18 €/Kilogramo"
Empanadilla hojaldre atún u 150 g (PC),,,"1,39 €",,"9,27 €/Kilogramo"
Empanadilla hojaldre integral atún 90 g,,,"0,90 €",,"10,00 €/Kilogramo"
Empanadilla hojaldre jamón queso u 150 g (PC),,,"1,39 €",,"9,27 €/Kilogramo"
Empanadilla hojaldre pollo u 150 g (PC),,,"1,39 €",,"9,27 €/Kilogramo"
Baguette Schär sin gluten 175 g,,,"1,64 €",,"9,37 €/Kilogramo"
Bimbo Bagels Brioche 4 unidades 300 g,,,"2,29 €",,"7,63 €/Kilogramo"
Bimbo Bagels clásico 4 u 300 g,,,"2,29 €",,"7,63 €/Kilogramo"
Bimbo Bagels semillas 4u 300 g,,,"2,29 €",,"7,63 €/Kilogramo"
Pan centeno Gerblé integral con semillas de girasol Bio 500 g,,,"2,95 €",,"5,90 €/Kilogramo"
Pan molde Bimbo Artesano 550 g,,,"2,69 €",,"4,89 €/Kilogramo"
Pan molde Bimbo Artesano Brioche 550 g,,,"2,69 €",,"4,89 €/Kilogramo"
Pan molde Bimbo Artesano integral al toque de miel 550 g,,,"2,69 €",,"4,89 €/Kilogramo"
Pan molde Bimbo blanco sin gluten 300 g,,,"3,25 €",,"10,83 €/Kilogramo"
Pan molde Bimbo corteza tierna blanco 500 g,,,"2,29 €",,"4,58 €/Kilogramo"
Pan molde Bimbo Cruapán clásico 380 g,,,"2,69 €",,"7,08 €/Kilogramo"
Pan molde Bimbo especial tostada 750g,,,"2,10 €",,"2,80 €/Kilogramo"
Pan molde Bimbo grande 375 g,,,"1,35 €",,"3,60 €/Kilogramo"
Pan molde Bimbo integral natural 100% 450 g,,,"2,29 €","2,45 €","5,09 €/Kilogramo"
Pan molde Bimbo natural 100% 460 g,,,"2,29 €",,"4,98 €/Kilogramo"
Pan molde Bimbo natural 100% sin corteza 450 g,,,"2,45 €","2,69 €","5,44 €/Kilogramo"
Pan molde Bimbo sándwich familiar 700 g,,,"2,10 €",,"3,00 €/Kilogramo"
Pan molde Bimbo sin corteza 450 g,,,"2,29 €",,"5,09 €/Kilogramo"
Pan molde Froiz 16 rebanadas 460 g,,,"0,85 €",,"1,85 €/Kilogramo"
Pan molde Froiz 18% centeno 18 rebanadas 800 g,,,"1,54 €",,"1,93 €/Kilogramo"
Pan molde Froiz cereales (15%) y semillas (2%) 675 g,,,"1,79 €",,"2,65 €/Kilogramo"
Pan molde Froiz familiar 26 rebanadas 820 g,,,"1,25 €",,"1,52 €/Kilogramo"
Pan Molde Froiz integral 16 rebanadas 460 g,,,"0,95 €",,"2,07 €/Kilogramo"
Pan molde Froiz integral sin azúcar añadido 16 rebanadas 460 g,,,"1,25 €",,"2,72 €/Kilogramo"
Pan molde Froiz integral sin corteza 16 rebanadas 450 g,,,"1,35 €",,"3,00 €/Kilogramo"
Pan molde Froiz sin corteza 16 rebanadas 450 g,,,"1,25 €",,"2,78 €/Kilogramo"
Pan molde Oroweat 12 cereales y semillas 590 g,,,"2,89 €",,"2,89 €/Unidad"
"Pan molde Oroweat con pipas de calabaza, girasol y amapola 590 g",,,"2,89 €",,"2,89 €/Unidad"
Pan molde Oroweat semilla sésamo y lino 590 g,,,"2,89 €",,"2,89 €/Unidad"
Pan molde Panrico 100% centeno 400 g,,,"2,79 €",,"6,98 €/Kilogramo"
Pan molde Panrico 100% espelta integral 385 g,,,"2,60 €",,"6,75 €/Kilogramo"
Pan molde Panrico 100% integral 385 g,,,"2,60 €",,"6,75 €/Kilogramo"
Pan molde Panrico familiar 750 g,,,"2,40 €",,"3,20 €/Kilogramo"
Pan molde Schär cereales sin gluten 300 g,,,"2,87 €",,"9,57 €/Kilogramo"
Pan molde Schär clásico sin gluten 300 g,,,"2,67 €",,"8,90 €/Kilogramo"
Pan molde Silueta 8 cereales familiar 650 g,,,"2,39 €",,"3,68 €/Kilogramo"
Pan molde Silueta 8 cereales sin corteza 450g,,,"2,39 €",,"5,31 €/Kilogramo"
Pan molde Silueta integral sin corteza 450g,,,"2,39 €",,"5,31 €/Kilogramo"
Pan payés Alteza rebanadas tostadas 490 g,,,"1,45 €",,"2,96 €/Kilogramo"
Pan Rustik Bakery masa madre barra tradicional 400 g,,,"2,19 €",,"5,48 €/Kilogramo"
Pan Sándwich fino Froiz cereales y semillas 8 u 310 g,,,"1,30 €",,"4,19 €/Kilogramo"
Pan Sandwichs Thins 8 cereales Silueta 310g,,,"1,99 €",,"6,42 €/Kilogramo"
Pan The Rustik Bakery masa madre 450g,,,"2,59 €",,"5,76 €/Kilogramo"
Pan The Rustik Bakery masa madre y cereales 450g,,,"2,59 €",,"5,76 €/Kilogramo"
Pan burger Gerblé sin gluten 4 unidades 300 g,,,"3,35 €",,"11,17 €/Kilogramo"
Pan burger Maxi Bimbo Rústica 4 unidades 320 g,,,"2,19 €","2,50 €","6,84 €/Kilogramo"
Pan burguer Bimbo con sésamo 4 u 220 g,,,"1,59 €",,"7,23 €/Kilogramo"
Pan burguer brioche Dulcesol 4 u 340 g,,,"1,70 €",,"5,00 €/Kilogramo"
Pan Burguer Froiz 4 u 300 g,,,"0,90 €",,"3,00 €/Kilogramo"
Pan burguer Maxi Bimbo 4 u 300 g,,,"1,99 €",,"6,63 €/Kilogramo"
Pan burguer Maxi Bimbo queso 4 u 300 g,,,"2,19 €","2,50 €","7,30 €/Kilogramo"
Pan Hot Dog Bimbo 6 u 330 g,,,"1,59 €",,"4,82 €/Kilogramo"
Pan Hot Dog Froiz 6 u 330 g,,,"0,90 €",,"2,73 €/Kilogramo"
Pan Mini burguer Dulcesol 8 u 190 g,,,"1,10 €",,"5,79 €/Kilogramo"
Pan rallado Froiz 500 g,,,"0,55 €",,"1,10 €/Kilogramo"
Pan rallado Froiz ajo y perejil 250 g,,,"0,49 €",,"1,96 €/Kilogramo"
Pan rallado Gallo 500 g,,,"1,34 €",,"2,68 €/Kilogramo"
Pan Rallado Gallo crujiente 500 g,,,"1,40 €",,"2,80 €/Kilogramo"
Pan Rallado Gallo sin gluten 200 g,,,"1,99 €",,"9,95 €/Kilogramo"
Pan rallado natural Ipasa 1 kg,,,"1,17 €",,"1,17 €/Kilogramo"
Pan rallado natural Ipasa 400 g,,,"0,53 €",,"1,33 €/Kilogramo"
Barritas pan Alteza con pipas 2x83 g,,,"1,35 €",,"8,13 €/Kilogramo"
Chapata pan tostado Recondo 180 g,,,"2,25 €",,"12,50 €/Kilogramo"
Colines Alteza bolsa 250 g,,,"0,60 €",,"2,40 €/Kilogramo"
Colines Alteza integrales bolsa 250 g,,,"0,60 €",,"2,40 €/Kilogramo"
Florette Picatostes Ajo y Finas Hierbas 70 g,,,"1,15 €",,"16,43 €/Kilogramo"
Florette Picatostes César 70g,,,"1,15 €",,"16,43 €/Kilogramo"
Florette Picatostes Naturales 65 g,,,"1,15 €",,"17,69 €/Kilogramo"
Galletas cracker Daveiga marineras 200 g,,,"2,09 €",,"10,45 €/Kilogramo"
Galletas LU Tuc original 100 g,,,"1,05 €",,"10,50 €/Kilogramo"
Grissini palitos pan tradicional Orazio 2x60 g,,,"0,89 €",,"7,42 €/Kilogramo"
Hogaza pan tostado Recondo 9 cereales 240 g,,,"1,85 €","2,05 €","7,71 €/Kilogramo"
Hogaza pan tostado Recondo integral Bio 240 g,,,"2,59 €","2,89 €","10,79 €/Kilogramo"
Hogaza pan tostado Recondo Rústica 240g,,,"1,85 €","2,05 €","7,71 €/Kilogramo"
Mini biscottes Froiz normales 120 g,,,"0,65 €",,"5,42 €/Kilogramo"
Mini biscottes Recondo 120 g,,,"1,29 €",,"10,75 €/Kilogramo"
Mini Tostas Ortiz con Arándanos 90 g,,,"1,99 €",,"22,11 €/Kilogramo"
Mini Tostas Ortiz rectangulares 100 g,,,"1,89 €",,"18,90 €/Kilogramo"
Mini Tostas Ortiz redondas 100 g,,,"1,89 €",,"18,90 €/Kilogramo"
Palitos Bimbo al aceite de oliva 60 g,,,"1,25 €",,"20,83 €/Kilogramo"
Palitos Bimbo integrales Silueta 60g,,,"1,25 €",,"20,83 €/Kilogramo"
Pan Crackers Prima integral 500 g,,,"3,29 €","3,59 €","6,58 €/Kilogramo"
Pan Crackers Prima tradicionales 500 g,,,"3,29 €","3,59 €","6,58 €/Kilogramo"
Pan integral dextrín Santiveri 300 g,,,"2,99 €",,"9,97 €/Kilogramo"
Pan integral Santiveri dextrín con semillas de lino 300 g,,,"2,99 €",,"9,97 €/Kilogramo"
Pan tostado Froiz integral 30 rebanadas 270 g,,,"0,86 €",,"3,19 €/Kilogramo"
Pan tostado Froiz Integral sin sal y sin azúcar añadido 80 rebanadas 720 g,,,"2,35 €",,"3,26 €/Kilogramo"
Pan tostado Froiz sin sal y sin azúcar añadidos 30 rebanadas 270 g,,,"0,99 €",,"3,67 €/Kilogramo"
Pan tostado Froiz tradicional 30 rebanadas 270 g,,,"0,81 €",,"3,00 €/Kilogramo"
Pan tostado Froiz tradicional 80 rebanadas 720 g,,,"2,16 €",,"3,00 €/Kilogramo"
Pan tostado Ortiz integral 30 rebanadas 270 g,,,"2,15 €","2,39 €","7,96 €/Kilogramo"
Pan tostado Ortiz multicereal 30 rebanadas 288 g,,,"2,15 €","2,39 €","7,47 €/Kilogramo"
Pan tostado Recondo 30 rebanadas integral con lino y sesamo 270 g,,,"2,35 €",,"8,70 €/Kilogramo"
Pan tostado Recondo 30 rebanadas integral sin sal y sin azúcar 270 g,,,"2,35 €",,"8,70 €/Kilogramo"
Pan tostado Recondo 30 rebanadas tradicional 270 g,,,"2,29 €",,"8,48 €/Kilogramo"
Pan tostado Recondo 75 rebanadas integral sin sal y sin azúcar 675 g,,,"3,94 €",,"5,84 €/Kilogramo"
Pan tostado Recondo 75 rebanadas tradicional 675 g,,,"3,89 €",,"5,76 €/Kilogramo"
Pan tostado Santiveri Espelta Bio 300 g,,,"3,95 €",,"13,17 €/Kilogramo"
Pan tostado Schär biscotes sin gluten 250 g,,,"4,28 €",,"17,12 €/Kilogramo"
Panecillos Dulcesol de ajo 160 g,,,"1,29 €",,"8,06 €/Kilogramo"
Panecillos Dulcesol integrales 400 g,,,"2,50 €",,"6,25 €/Kilogramo"
Panecillos Dulcesol tomate 160 g,,,"1,29 €",,"8,06 €/Kilogramo"
Panecillos Dulcesol tradicional 400 g,,,"2,50 €",,"6,25 €/Kilogramo"
Panecillos Ortiz integrales 225 g,,,"1,99 €",,"8,84 €/Kilogramo"
Panecillos tostados Froiz clásicos 400 g,,,"1,27 €",,"3,18 €/Kilogramo"
Panecillos tostados Froiz integrales 400 g,,,"1,33 €",,"3,33 €/Kilogramo"
Picatostes fritos Alteza naturales 75 g,,,"0,64 €",,"8,53 €/Kilogramo"
Picatostes Recondo ajo 80 g,,,"1,25 €",,"15,63 €/Kilogramo"
Picatostes Recondo natural 80 g,,,"1,25 €",,"15,63 €/Kilogramo"
Picos camperos Alteza bolsa 250 g,,,"0,80 €",,"3,20 €/Kilogramo"
Picos rústicos Deleitum bolsa 130 g,,,"0,99 €",,"7,62 €/Kilogramo"
Regañás pan Alteza bolsa 250 g,,,"0,90 €",,"3,60 €/Kilogramo"
Tostadas Santiveri avena Bio 100 g,,,"2,25 €",,"22,50 €/Kilogramo"
Tostadas Santiveri Lentejas Bio 100 g,,,"2,15 €",,"21,50 €/Kilogramo"
Tostadas Santiveri Noglut ligeras 100 g,,,"2,35 €",,"23,50 €/Kilogramo"
Tostadas Santiveri Sarraceno Bio 100 g,,,"2,40 €",,"24,00 €/Kilogramo"
Barra 100% integral trigo 250 g (PC),,,"0,79 €","0,92 €","3,16 €/Kilogramo"
Barra Lareira 250 g (PC),,,"0,95 €",,"3,80 €/Kilogramo"
Pan 9 cereales y semillas 170 g (P),,,"0,99 €",,"0,99 €/Unidad"
Pan barra cereales 205 g (P),,,"0,75 €",,"3,66 €/Kilogramo"
Pan Barra sin sal 120 g (E),,,"0,55 €",,"4,58 €/Kilogramo"
Pan bocadillo Rústico 100% integral trigo 100 g (P),,,"0,35 €","0,40 €","3,50 €/Kilogramo"
Pan burger Cristalina 4 u 220 g (E),,,"1,99 €","2,15 €","9,05 €/Kilogramo"
Pan Chapata Cristalino cerveza 2 u 186 g,,,"1,55 €",,"8,33 €/Kilogramo"
Pan Cristalino 100% integral realfooding 4 u 210 g,,,"2,10 €",,"10,00 €/Kilogramo"
Pan de Ajo 21 g (E),,,"0,26 €",,"12,38 €/Kilogramo"
Pan de espelta y miel 238 g (E),,,"1,95 €",,"8,19 €/Kilogramo"
Pan Mollete hamburguesa (E) 80 g,,,"0,55 €",,"6,88 €/Kilogramo"
Pan Pasas-Nueces (E) 37g,,,"0,35 €",,"9,46 €/Kilogramo"
Pan Viena 60 g (E),,,"0,44 €",,"7,33 €/Kilogramo"
Pan baguette 230 g (E),,,"0,40 €",,"1,82 €/Kilogramo"
Pan baguette 230 g (P),,,"0,40 €",,"1,82 €/Kilogramo"
Pan barra 250 g (P),,,"0,45 €",,"1,80 €/Kilogramo"
Pan media baguette (E) 100 g,,,"0,33 €",,"3,30 €/Kilogramo"
Pan media baguette 100 g (P),,,"0,33 €",,"3,30 €/Kilogramo"
Barra Espiga tradición 250 g (P),,,"0,55 €","0,59 €","2,20 €/Kilogramo"
Barra Espiga tradición familiar 320 g (P),,,"0,89 €",,"2,78 €/Kilogramo"
Hogaza con trigo sarraceno 3% 480 g (P),,,"1,95 €",,"4,06 €/Kilogramo"
Pan barra forno galego 250 g (E),,,"0,60 €",,"2,40 €/Kilogramo"
Pan barra Meiga mediterránea 250 g (P),,,"0,60 €",,"2,40 €/Kilogramo"
Pan barra Picos Candeal 240 g (P),,,"0,79 €",,"3,36 €/Kilogramo"
Pan chapata 360 g (E),,,"1,15 €",,"3,19 €/Kilogramo"
Pan Chapata Bocata 130 g (P),,,"0,52 €",,"4,00 €/Kilogramo"
Pan Hogaza Clásica Gran Reserva 425 g,,,"1,49 €","1,69 €","3,51 €/Kilogramo"
Pan Rosca 400 g (E),,,"1,35 €",,"3,38 €/Kilogramo"
Pan Torta Castilla 400 g (P),,,"1,45 €",,"3,63 €/Kilogramo"
Panecillo Gran Reserva 63 g (E),,,"0,20 €",,"3,17 €/Kilogramo"
Berlina chocolate 81 g,,,"0,99 €",,"0,99 €/Unidad"
Berlina crema 81 g,,,"0,99 €",,"12,22 €/Kilogramo"
Dots chocolate 4 u 240 g (E),,,"1,35 €","1,45 €","5,63 €/Kilogramo"
Dots original Sugar 4 u 208 g (E),,,"1,35 €","1,45 €","6,49 €/Kilogramo"
Pepito de crema 90 g (E),,,"0,85 €",,"9,44 €/Kilogramo"
Croissant clásico 80 g (P),,,"0,62 €",,"7,75 €/Kilogramo"
Croissant mantequilla 50 g (E),,,"0,45 €",,"9,00 €/Kilogramo"
Croissant peq. 100% mantequilla kg (P),,,"5,99 €","6,65 €","5,99 €/Kilogramo"
Croissant pequeño 100% mantequilla kg(E),,,"6,65 €",,"6,65 €/Kilogramo"
Croissant Recto 37 g (E),,,"0,29 €",,"7,84 €/Kilogramo"
Mini Delicias Atún kg (E),,,"8,50 €",,"8,50 €/Kilogramo"
Mini Delicias jamón y queso kg (E),,,"8,25 €",,"8,25 €/Kilogramo"
Mini Napolitana Choco kg (P),,,"5,99 €",,"5,99 €/Kilogramo"
Mini Napolitana Crema kg (P),,,"5,99 €",,"5,99 €/Kilogramo"
Napolitana Choco 96 g (P),,,"0,79 €",,"8,23 €/Kilogramo"
Napolitana choco decorada 97 g (E),,,"0,79 €",,"8,14 €/Kilogramo"
Napolitana Crema 96 g (P),,,"0,79 €",,"8,23 €/Kilogramo"
Napolitana Crema decorada 97 g (E),,,"0,79 €",,"8,14 €/Kilogramo"
Bica gallega Campelos do Coto 400 g,,,"5,75 €",,"14,38 €/Kilogramo"
Brownie chocolate kg (P),,,"13,95 €",,"13,95 €/Kilogramo"
Herradura chocolate 135 g (P),,,"0,79 €",,"5,85 €/Kilogramo"
Herradura crema 135 g (P),,,"0,79 €",,"5,85 €/Kilogramo"
Muffin doble choco 74 g (E),,,"1,00 €",,"13,51 €/Kilogramo"
Pastel de Manzana 135 g (P),,,"0,99 €",,"7,33 €/Kilogramo"
Pastel nata (Dama Crema) 55 g u (E),,,"0,39 €",,"7,09 €/Kilogramo"
Trenza crema con manzana 100 g (E),,,"0,85 €",,"8,50 €/Kilogramo"
Roscón Dulcesol relleno 900 g,,,"8,95 €",,"9,94 €/Kilogramo"
Roscón Dulcesol relleno doble sabor 900 g,,,"9,90 €",,"11,00 €/Kilogramo"
Bocapizza jamón-queso 110 g (P),,,"1,69 €",,"15,36 €/Kilogramo"
Bollo preñado con chorizo 103 g (E),,,"1,00 €","1,10 €","9,71 €/Kilogramo"
Cuñas de empanada espinacas con queso 130 g,,,"1,12 €","1,20 €","8,62 €/Kilogramo"
Envoltini Napoli 120 g (E),,,"0,89 €",,"7,42 €/Kilogramo"
Maxi Rejita Mediterránea 88 g (P),,,"0,79 €",,"8,98 €/Kilogramo"
Napolitana Jamón/Queso 120 g (P),,,"0,89 €",,"7,42 €/Kilogramo"
Alas de pollo bandeja peso aproximado 600 g,,,"4,99 €/Kg",,"2,99 €/Bandeja"
Alas de pollo corral bandeja peso aproximado 750 g,,,"6,95 €/Kg",,"5,21 €/Bandeja"
American Crunchy Chicken ElPozo King 2x120 g,,,"2,95 €",,"12,29 €/Kilogramo"
Burger pavo y espinacas ElPozo King 2x120 g,,,"2,49 €",,"10,38 €/Kilogramo"
Carne picada pavo bandeja 400g,,,"3,75 €",,"9,38 €/Kilogramo"
Carne picada pollo bandeja 400g,,,"3,75 €",,"9,38 €/Kilogramo"
Chuleta de pavo adobada al pimentón bandeja peso aproximado 550 g,,,"8,90 €/Kg",,"4,90 €/Bandeja"
Chuleta de pavo al ajillo bandeja peso aproximado 550 g,,,"9,29 €/Kg",,"5,11 €/Bandeja"
Codorniz bandeja 4u,,,"7,50 €",,"1,88 €/Unidad"
Contramuslos de pollo bandeja peso aproximado 600 g,,,"5,05 €/Kg",,"3,03 €/Bandeja"
Delicias de pollo bandeja peso aproximado 600 g,,,"5,89 €/Kg",,"3,53 €/Bandeja"
Filete de pechuga de pavo bandeja peso aproximado 550 g,,,"10,99 €/Kg",,"6,04 €/Bandeja"
Filete de pechuga de pavo al pimentón bandeja peso aproximado 450 g,,,"11,95 €/Kg",,"5,38 €/Bandeja"
Filete de pechuga de pollo a las finas hierbas bandeja peso aproximado 460 g,,,"9,50 €/Kg",,"4,37 €/Bandeja"
Hamburguesa Coren pollo bandeja 6x90 g,,,"5,99 €",,"11,09 €/Kilogramo"
Hamburguesa de pavo bandeja 4x90 g,,,"3,99 €",,"11,08 €/Kilogramo"
Hamburguesa pollo Corral bandeja 250 g,,,"3,95 €",,"15,80 €/Kilogramo"
Hígado de pollo bandeja peso aproximado 500 g,,,"3,80 €/Kg",,"1,90 €/Bandeja"
Jamoncitos de pavo bandeja peso aproximado 850 g,,,"4,75 €/Kg",,"4,04 €/Bandeja"
Jamoncitos de pollo bandeja peso aproximado 500 g,,,"5,29 €/Kg",,"2,65 €/Bandeja"
Jamoncitos de pollo Corral bandeja peso aproximado 550 g,,,"8,75 €/Kg",,"4,38 €/Bandeja"
Medallón de solomillo de pavo Coren bandeja peso aproximado 310 g,,,"12,95 €/Kg",,"4,01 €/Bandeja"
Medallones de pechuga de pavo a las finas hierbas bandeja peso aproximado 600 g,,,"10,75 €/Kg",,"6,45 €/Bandeja"
Molleja de pollo bandeja peso aproximado 450 g,,,"3,99 €/Kg",,"1,80 €/Bandeja"
Muslos de pollo bandeja peso aproximado 600 g,,,"4,99 €/Kg",,"2,99 €/Bandeja"
Nuggets de pollo ElPozo bandeja 320 g,,,"3,59 €",,"11,22 €/Kilogramo"
Pechuga de Pavo adobada BienStar ElPozo 200 g,,,"2,99 €",,"14,95 €/Kilogramo"
Pechuga de Pavo Finas Hierbas BienStar Elpozo 200 g,,,"2,99 €",,"14,95 €/Kilogramo"
Pechuga de pollo bandeja peso aproximado 500 g,,,"7,49 €/Kg",,"3,75 €/Bandeja"
Pechuga de pollo Corral bandeja peso aproximado 400 g,,,"12,95 €/Kg",,"5,18 €/Bandeja"
Pechuga de pollo Corral fileteada bandeja peso aproximado 400 g,,,"12,45 €/Kg","13,45 €/Kg","4,98 €/Bandeja"
Pechuga de pollo filete bandeja peso aproximado 500 g,,,"8,59 €/Kg",,"4,30 €/Bandeja"
Pechuga pollo ecológico Coren bandeja peso aproximado 400 g,,,"27,95 €/Kg",,"11,18 €/Bandeja"
Pechuga pollo ElPozo filetes finos extratiernos bandeja peso aproximado 570 g,,,"9,69 €/Kg",,"5,52 €/Bandeja"
Picada Pollo/Pavo BienStar El Pozo 400 g,,,"3,99 €",,"9,98 €/Kilogramo"
Pollo corral extra bandeja peso aproximado 1.8 kg,,,"5,95 €/Kg",,"10,71 €/Bandeja"
Pollo limpio bandeja peso aproximado 1.7kg,,,"3,25 €/Kg",,"5,85 €/Bandeja"
Salchicha Fresca Pollo Coren 350 g,,,"3,99 €",,"11,40 €/Kilogramo"
Salchicha pollo Corral bandeja 350 g,,,"5,10 €",,"14,57 €/Kilogramo"
Solomillo de pollo Corral bandeja peso aproximado 425 g,,,"14,95 €/Kg",,"6,35 €/Bandeja"
Solomillo de pollo empanado extratierno ElPozo bandeja 415 g,,,"5,35 €",,"12,89 €/Kilogramo"
Trasero de pollo Corral bandeja peso aproximado 800 g,,,"6,75 €/Kg",,"5,40 €/Bandeja"
Traseros de pollo bandeja peso aproximado 700 g,,,"3,95 €/Kg",,"2,77 €/Bandeja"
Chuletas de conejo bandeja peso aproximado 450 g,,,"13,49 €/Kg",,"6,07 €/Bandeja"
Medio conejo troceado con cabeza bandeja peso aproximado 700 g,,,"9,49 €/Kg",,"6,64 €/Bandeja"
Muslos de conejo bandeja peso aproximado 450 g,,,"12,99 €/Kg",,"5,85 €/Bandeja"
Paletillas de conejo bandeja peso aproximado 400 g,,,"13,59 €/Kg",,"5,44 €/Bandeja"
Paletilla de cordero lechal Vallina al vacío kg,,,"35,59 €",,"35,59 €/Kilogramo"
Paletilla de cordero Vallina al vacío kg,,,"20,99 €",,"20,99 €/Kilogramo"
Pierna de cordero lechal Vallina al vacío kg,,,"17,35 €",,"17,35 €/Kilogramo"
Albóndigas de cerdo Ibérico Legado ElPozo bandeja 360 g,,,"3,95 €",,"10,97 €/Kilogramo"
Burger de cerdo Ibérico Legado ElPozo bandeja 360g,,,"3,39 €",,"9,42 €/Kilogramo"
Burger Ibérica Premium ElPozo King 2x120 g,,,"2,60 €",,"10,83 €/Kilogramo"
Burger Mixta Barbacoa ElPozo King 2x120 g,,,"2,49 €",,"10,38 €/Kilogramo"
Burger mixta cerdo-vacuno ElPozo bandeja 360 g,,,"3,25 €",,"9,03 €/Kilogramo"
Burger Mixta Jalapeño y Queso ElPozo King 2x120 g,,,"2,49 €",,"10,38 €/Kilogramo"
Burger Queso y Bacon ElPozo King 2x120 g,,,"2,49 €",,"10,38 €/Kilogramo"
Callos Vallina caseros 1 kg,,,"11,39 €",,"11,39 €/Kilogramo"
Carrillada de cerdo Selecta al vacío peso aproximado 440 g,,,"17,59 €/Kg",,"7,74 €/Bandeja"
Chorizo Criollito El Chico especial parrillas 300 g,,,"3,45 €",,"11,50 €/Kilogramo"
Chorizo Criollo Castro Bello 350g,,,"2,20 €",,"6,29 €/Kilogramo"
Chorizo Criollo El Chico 300g,,,"2,99 €","3,25 €","9,97 €/Kilogramo"
Chorizo criollo Froiz especial parrilla / churrasco 375 g,,,"2,85 €",,"7,60 €/Kilogramo"
Chuleta cerdo aguja bandeja peso aproximado 500 g,,,"5,99 €/Kg",,"2,95 €/Bandeja"
Chuleta cerdo lomo bandeja peso aproximado 500 g,,,"6,69 €/Kg",,"3,68 €/Bandeja"
Chuleta de Lomo de Cerdo Selecta bandeja peso aproximado 370 g,,,"11,79 €/Kg",,"2,36 €/Bandeja"
Chuleta Vallina sajonia 390 g,,,"4,35 €",,"11,15 €/Kilogramo"
Compango Asturiano para Fabada Vallina 250 g,,,"2,59 €",,"10,36 €/Kilogramo"
Croquetas de Jamón Ibérico Legado ElPozo bandeja 360 g,,,"3,59 €",,"9,97 €/Kilogramo"
Escalopín de lomo de cerdo Selecta bandeja peso aproximado 350 g,,,"14,19 €/Kg",,"4,97 €/Bandeja"
Espinazo cerdo salado bandeja peso aproximado 700 g,,,"4,69 €/Kg",,"2,27 €/Bandeja"
