NAME,BRAND,QUANTITY,PRICE,PPU,OLDPRICE,OLDPPU,EAN
GARNIER Máscara de Tecido Hidratante 1 Un,GARNIER,,"2,99 €","2,99 €/ud",,,
DIA LA LLAMA Lenços De Papel Aroma Mentol 4 Folhas 10 Un,DIA LA LLAMA,,"1,45 €","0,15 €/ud",,,
DIA BONTÉ Máquina Descartável Homem 3 Lâminas 6 un,DIA BONT,,"4,62 €","0,77 €/ud",,,
DIA BONTÉ Protege Slip Normal 60 Un,DIA BONT,,"1,75 €","1,75 €/ud",,,
DIA BONTÉ Máquinas Descartáveis 3 Lâminas Senhora 4 Un,DIA BONT,,"3,09 €","0,77 €/ud",,,
NIVEA Água Micelar O2 Peles Sensíveis 400 ml,NIVEA,,"6,89 €","17,23 €/l",,,
GARNIER Máscara Rosto Hydra Bomb 1 un,GARNIER,,"2,99 €","2,99 €/ud",,,
ULTRA SUAVE Máscara Delicadeza de Aveia 300 ml,ULTRA SUAVE,,"4,75 €","15,83 €/l",,,
DIADERMINE Creme Dia Expert Rejuvenescedor 50 ml,DIADERMINE,,"11,99 €","239,80 €/l",,,
VEET Bandas de Cera Depilatórias Para Peles Normais 20 Un,VEET,,"6,29 €","0,31 €/ud",,,
TENA Discreet Pensos Incontinência Mulher Mini 20 un,TENA,,"3,19 €","0,16 €/ud",,,
NIVEA MEN Deo Roll-On Cool Kick 50 ml,NIVEA MEN,,"4,11 €","82,20 €/l",,,
TRESEMMÉ Champô Liso Keratina 400 ml,TRESEMM,,"4,19 €","10,48 €/l",,,
TRESEMMÉ Champô Hidratação Intensa 500 ml,TRESEMM,,"4,19 €","8,38 €/l",,,
VEET Bandas Cera Depilatória Peles Sensíveis 20 un,VEET,,"6,29 €","0,31 €/ud",,,
GILLETTE VENUS Máquina Descartável Simply 2 3 un,GILLETTE VENUS,,"1,99 €","0,66 €/ud",,,
EVAX Pensos Higiénicos Liberty Normal Alas 12 Un,EVAX,,"2,99 €","0,25 €/ud",,,
ULTRA SUAVE Creme de Pentear Tesouros de Mel 200 ml,ULTRA SUAVE,,"3,49 €","17,45 €/l",,,
REXONA Desodorizante Spray Tropical 150 ml,REXONA,,"2,69 €","17,93 €/l",,,
ORAL-B Pasta de Dentes Pro-Expert Proteção Profissional 2x75 ml,ORAL,,"6,89 €","45,93 €/l",,,
TENA Active Fit Cuecas Incontinência Homem (tamanho M) 9 un,TENA,,"11,99 €","1,33 €/ud",,,
PANTENE Condicionador Caracóis Definidos 3 minutos 200 ml,PANTENE,,"5,99 €","29,95 €/l",,,
SYOSS Condicionador Curls 440 ml,SYOSS,,"3,49 €","7,93 €/l","7,20 €","16,36 €/l",
