NAME,BRAND,QUANTITY,PRICE,PPU,OLDPRICE,OLDPPU,EAN
TRIDENT Pastilhas Elásticas Max Splash Morango Lima 22 g,TRIDENT,,"0,95 €","43,18 €/Kg",,,
DELTA Q Cápsulas de Café Pack Intensidade 40 Un,DELTA,,"12,99 €","0,32 €/ud",,,
"TRIDENT Pastilhas Bottle Frutos Silvestres 82,6 g",TRIDENT,,"2,99 €","36,20 €/Kg",,,
OREO Bolachas Strawberry Cheesecake 154 g,OREO,,"1,49 €","9,68 €/Kg",,,
TRIDENT Pastilhas Elásticas Max Watermelon Frost 20 g,TRIDENT,,"0,95 €","47,50 €/Kg",,,
GULLÓN Bolachas Crocantes de Frutas Vitalday 300 g,GULL,,"2,29 €","7,63 €/Kg",,,
TETLEY Infusão Immune Vit C (Limão e Gengibre) 20 un,TETLEY,,"3,79 €","0,19 €/ud",,,
TETLEY Infusão Verde Detox 20 Un,TETLEY,,"3,79 €","0,19 €/ud",,,
CEM PORCENTO Chocolate Negro com Stevia 100 g,CEM PORCENTO,,"2,49 €","24,90 €/Kg",,,
SICAL Café Torrado 5 estrelas Lote Tradição Moagem Universal 250 g,SICAL,,"3,49 €","13,96 €/Kg",,,
NACIONAL Chocomax 650 g,NACIONAL,,"3,95 €","6,08 €/Kg",,,
VAHINÉ Rolinhos Cacau 65 g,VAHIN,,"1,79 €","27,54 €/Kg",,,
VAHINÉ Baunilha Em Vagem 3 g,VAHIN,,"6,99 €","2.330,00 €/Kg",,,
TRIDENT Pastilhas Elásticas Senses Berry 23 g,TRIDENT,,"0,95 €","41,30 €/Kg",,,
TRIDENT Pastilhas Elásticas Senses Melancia 23 g,TRIDENT,,"0,95 €","41,30 €/Kg",,,
DELTA Café Moagem Universal Angola 220 g,DELTA,,"2,39 €","10,86 €/Kg",,,
DELTA Q Cápsulas de Café Q Epic Intensidade 14 10 Un,DELTA,,"3,39 €","0,34 €/ud",,,
QUINTA DE JUGAIS Doce de Figo com Noz 280 g,QUINTA DE JUGAIS,,"2,74 €","9,79 €/Kg",,,
QUAKER Cereais Muesli Goju & Mirtilos 350 g,QUAKER,,"3,69 €","10,54 €/Kg",,,
ROYAL Gelatina de Frutos do Bosque Light 10 Kcal 31 g,ROYAL,,"2,09 €","67,42 €/Kg",,,
"SPECIAL K Barra de Cereais Proteína Coco, Cacau & Caju 4x28 g",SPECIAL,,"3,79 €","33,84 €/Kg",,,
ESTRELITAS Cereais de Mel Nestlé 550 g,ESTRELITAS,,"2,51 €","4,56 €/Kg","4,19 €","7,62 €/Kg",
CRUNCH Chocolate Dark Nestlé 100 g,CRUNCH,,"1,99 €","19,90 €/Kg",,,
NATURE VALLEY Barrita Aveia & Mel 210 g,NATURE VALLEY,,"3,19 €","15,19 €/Kg",,,
NATURE VALLEY Barrita Aveia & Chocolate Negro 210 g,NATURE VALLEY,,"3,19 €","15,19 €/Kg",,,
KINDER Surpresa 3 un,KINDER,,"3,55 €","59,17 €/Kg",,,
KINDER BUENO Chocolate 4 un,KINDER BUENO,,"3,29 €","19,13 €/Kg",,,
DIA TEMPTATION Ovinhos de Chocolate Recheados com Creme de Avelã 225 g,DIA TEMPTATION,,"1,69 €","7,51 €/Kg",,,
DIA TEMPTATION Ovinhos de Chocolate Recheados com Creme de Leite 225 g,DIA TEMPTATION,,"1,69 €","7,51 €/Kg",,,
ROYAL Gelatina de Melancia Light 10Kcal 31 g,ROYAL,,"2,09 €","67,42 €/Kg",,,
ROYAL Gelatina Tropical Light 10Kal 31 g,ROYAL,,"2,09 €","67,42 €/Kg",,,
ARTIACH DINOSAUROS Bolachas Dinossauros Cookieness 185 g,ARTIACH DINOSAUROS,,"2,49 €","13,46 €/Kg",,,
FERRERO ROCHER Bombons 16 un,FERRERO ROCHER,,"5,49 €","27,45 €/Kg",,,
NESTLÉ Bombons Caja Roja 200 g,NESTL,,"7,49 €","37,45 €/Kg",,,
KINDER DELICE Bolo com cobertura de cacau e recheio cremoso 4 Un,KINDER DELICE,,"2,29 €","14,68 €/Kg",,,
MERCI Bombons 250 g,MERCI,,"7,29 €","29,16 €/Kg",,,
MILKA Chocolate Confetti  100 g,MILKA,,"1,69 €","16,90 €/Kg",,,
DIA TEMPTATION Bombons de Licor e Cereja 400 g,DIA TEMPTATION,,"4,09 €","10,23 €/Kg",,,
FERRERO COLLECTION Bombons 15 Un,FERRERO COLLECTION,,"7,89 €","45,09 €/Kg",,,
"HALLS Rebuçados Mini Mints Menta 12,5 g",HALLS,,"1,19 €","95,20 €/Kg",,,
"HALLS Rebuçados Mini Mints Melancia 12,5 g",HALLS,,"1,19 €","95,20 €/Kg",,,
